Crop,State,Area_ha,Fertilizer_kg_per_ha,Pesticide_kg_per_ha,Yield_t_per_ha,Total_Fertilizer_kg,Total_Pesticide_kg,Total_Yield_t,Temperature_C
orange,Karnataka,1.203,223.45,0.541,23.703,268.81,0.651,28.515,25.34
blackgram,West Bengal,1.203,20.48,0.209,1.069,24.64,0.251,1.286,33.61
cotton,Punjab,2.267,178.07,2.228,2.424,403.68,5.051,5.495,24.78
chickpea,Maharashtra,0.731,29.62,0.277,0.863,21.65,0.202,0.631,10.5
rice,West Bengal,1.958,143.66,0.558,3.669,281.29,1.093,7.184,31.93
jute,Karnataka,1.677,137.64,0.538,2.799,230.82,0.902,4.694,25.75
papaya,Mizoram,1.76,165.57,0.563,28.331,291.4,0.991,49.863,28.53
pigeonpeas,Chhattisgarh,0.312,59.7,0.198,1.333,18.63,0.062,0.416,22.99
coffee,Andhra Pradesh,1.148,144.29,0.622,1.706,165.64,0.714,1.958,18.98
watermelon,Dadra and Nagar Haveli and Daman and Diu,0.657,187.04,0.384,24.667,122.89,0.252,16.206,27.6
chickpea,Jammu and Kashmir,0.546,25.43,0.367,1.221,13.88,0.2,0.667,22.9
rice,Chhattisgarh,1.719,118.86,0.503,2.335,204.32,0.865,4.014,20.55
orange,Meghalaya,0.95,149.05,0.676,14.406,141.6,0.642,13.686,24.87
blackgram,Rajasthan,2.421,31.42,0.135,0.828,76.07,0.327,2.005,24.96
banana,Chhattisgarh,3.428,566.73,0.656,42.561,1942.75,2.249,145.899,27.58
watermelon,Tamil Nadu,0.55,143.34,0.688,10.676,78.84,0.378,5.872,25.53
pigeonpeas,Punjab,2.019,38.02,0.344,1.508,76.76,0.695,3.045,28.41
cotton,Delhi,1.358,137.67,2.649,1.465,186.96,3.597,1.989,30.34
jute,Jharkhand,1.215,76.06,0.914,3.881,92.41,1.111,4.715,22.95
coffee,Chhattisgarh,4.456,195.67,0.665,0.715,871.91,2.963,3.186,23.13
mungbean,Sikkim,0.38,21.09,0.424,1.189,8.01,0.161,0.452,25.6
banana,Tamil Nadu,0.448,434.13,1.298,25.295,194.49,0.582,11.332,25.94
mungbean,Karnataka,2.982,37.67,0.353,0.441,112.33,1.053,1.315,32.87
jute,Goa,0.543,122.94,0.642,2.948,66.76,0.349,1.601,29.85
grapes,Gujarat,3.599,263.03,0.829,16.421,946.64,2.984,59.099,19.21
mango,Dadra and Nagar Haveli and Daman and Diu,3.883,232.09,0.76,9.004,901.21,2.951,34.963,29.85
muskmelon,Uttar Pradesh,1.773,133.16,0.616,22.275,236.09,1.092,39.494,25.61
apple,Nagaland,0.967,195.74,0.554,29.796,189.28,0.536,28.813,24.59
cotton,Ladakh,2.321,181.42,2.252,1.896,421.08,5.227,4.401,22.29
watermelon,Odisha,0.807,161.67,0.746,25.065,130.47,0.602,20.227,21.31
coffee,Andaman and Nicobar Islands,1.626,149.95,0.538,1.003,243.82,0.875,1.631,22.73
lentil,West Bengal,0.48,39.26,0.301,0.719,18.84,0.144,0.345,11.05
orange,Uttar Pradesh,1.34,175.27,0.705,13.197,234.86,0.945,17.684,23.87
maize,Telangana,2.037,68.19,0.698,2.775,138.9,1.422,5.653,22.11
papaya,Dadra and Nagar Haveli and Daman and Diu,0.472,252.17,1.216,25.418,119.02,0.574,11.997,27.24
pomegranate,Mizoram,0.608,258.29,1.175,16.416,157.04,0.714,9.981,33.47
papaya,Tripura,2.828,212.53,1.116,22.943,601.03,3.156,64.883,29.9
mango,Punjab,0.313,204.66,0.951,14.423,64.06,0.298,4.514,28.31
lentil,Bihar,1.072,23.51,0.279,0.626,25.2,0.299,0.671,24.59
papaya,Jammu and Kashmir,1.408,183.82,0.849,24.162,258.82,1.195,34.02,29.85
cotton,Maharashtra,0.93,156.84,2.268,2.056,145.86,2.109,1.912,28.36
lentil,Meghalaya,2.719,32.42,0.175,1.51,88.15,0.476,4.106,17.6
cotton,Madhya Pradesh,0.368,174.68,1.59,2.191,64.28,0.585,0.806,27.74
pomegranate,Rajasthan,0.488,237.48,0.555,30.779,115.89,0.271,15.02,19.67
coconut,Uttar Pradesh,1.335,506.53,0.771,12.163,676.22,1.029,16.238,28.67
maize,Arunachal Pradesh,1.666,104.87,0.666,3.006,174.71,1.11,5.008,23.59
rice,Jharkhand,0.774,136.11,0.291,4.057,105.35,0.225,3.14,20.33
jute,Ladakh,5.447,107.21,0.934,3.507,583.97,5.087,19.103,25.24
mothbeans,Dadra and Nagar Haveli and Daman and Diu,0.583,31.07,0.181,0.93,18.11,0.106,0.542,29.74
mango,Mizoram,1.44,270.76,0.74,13.352,389.89,1.066,19.227,29.96
grapes,Sikkim,3.316,276.41,1.131,12.712,916.58,3.75,42.153,24.91
cotton,Chhattisgarh,0.949,188.85,3.016,1.652,179.22,2.862,1.568,21.48
coconut,Maharashtra,0.646,491.56,0.66,9.807,317.55,0.426,6.335,28.68
maize,Ladakh,3.261,86.26,0.544,4.056,281.29,1.774,13.227,23.65
muskmelon,Mizoram,0.668,131.16,0.6,17.805,87.61,0.401,11.894,24.08
muskmelon,Odisha,1.21,96.97,0.508,21.113,117.33,0.615,25.547,26.2
orange,Andhra Pradesh,0.427,237.46,0.938,12.101,101.4,0.401,5.167,18.5
mothbeans,Tamil Nadu,1.115,36.86,0.227,0.952,41.1,0.253,1.061,20.58
mungbean,Kerala,1.061,46.39,0.41,1.129,49.22,0.435,1.198,30.99
cotton,Sikkim,2.683,114.84,2.209,2.168,308.12,5.927,5.817,26.11
orange,Sikkim,1.241,121.12,0.958,25.277,150.31,1.189,31.369,23.03
mango,Himachal Pradesh,1.38,185.95,0.574,13.462,256.61,0.792,18.578,32.0
rice,Delhi,1.518,108.46,0.826,3.123,164.64,1.254,4.741,20.91
maize,Bihar,2.294,100.81,0.473,3.41,231.26,1.085,7.823,22.75
pigeonpeas,Madhya Pradesh,1.599,48.5,0.233,1.222,77.55,0.373,1.954,21.69
mango,Odisha,6.114,181.89,0.857,17.461,1112.08,5.24,106.757,28.73
chickpea,Chandigarh,4.253,40.25,0.168,1.418,171.18,0.715,6.031,23.19
coffee,Tripura,0.677,150.3,0.814,0.661,101.75,0.551,0.447,23.54
orange,Madhya Pradesh,3.164,165.16,0.726,20.713,522.57,2.297,65.536,24.55
mango,Tamil Nadu,0.499,274.68,0.88,14.442,137.07,0.439,7.207,29.27
grapes,Telangana,7.237,140.88,0.718,14.232,1019.55,5.196,102.997,18.1
rice,Haryana,0.308,155.09,0.701,2.573,47.77,0.216,0.792,21.39
banana,Jammu and Kashmir,1.669,328.68,1.213,38.044,548.57,2.024,63.495,33.09
jute,Andaman and Nicobar Islands,2.532,128.33,0.924,2.493,324.93,2.34,6.312,26.99
banana,West Bengal,1.527,213.66,1.39,51.108,326.26,2.123,78.042,23.95
pigeonpeas,Ladakh,0.346,45.6,0.178,1.218,15.78,0.062,0.421,26.08
orange,Tamil Nadu,1.047,146.73,0.79,21.227,153.63,0.827,22.225,28.89
chickpea,Mizoram,0.4,44.05,0.297,1.699,17.62,0.119,0.68,12.06
watermelon,Haryana,2.843,103.29,0.775,11.683,293.65,2.203,33.215,27.04
lentil,Assam,3.844,30.63,0.347,1.387,117.74,1.334,5.332,13.01
jute,Himachal Pradesh,2.065,104.32,0.9,2.754,215.42,1.858,5.687,23.65
lentil,Kerala,4.626,28.74,0.116,0.954,132.95,0.537,4.413,23.15
apple,Maharashtra,0.699,196.9,0.612,27.952,137.63,0.428,19.538,15.33
coffee,Mizoram,0.614,130.28,0.495,0.936,79.99,0.304,0.575,20.58
mungbean,Dadra and Nagar Haveli and Daman and Diu,1.574,51.41,0.149,0.914,80.92,0.235,1.439,29.23
kidneybeans,Andaman and Nicobar Islands,0.587,33.17,0.315,1.737,19.47,0.185,1.02,27.27
jute,Puducherry,1.462,96.64,0.504,3.572,141.29,0.737,5.222,23.19
papaya,Punjab,0.345,204.37,0.661,26.609,70.51,0.228,9.18,28.19
chickpea,Arunachal Pradesh,1.942,45.44,0.176,1.458,88.24,0.342,2.831,16.06
orange,Goa,0.587,227.77,1.215,30.093,133.7,0.713,17.665,23.31
watermelon,Goa,4.631,129.98,0.848,22.549,601.94,3.927,104.424,27.95
muskmelon,Gujarat,1.005,107.79,0.613,19.572,108.33,0.616,19.67,27.11
maize,Puducherry,0.674,81.59,0.58,4.8,54.99,0.391,3.235,28.15
cotton,Delhi,1.212,172.37,2.13,1.787,208.91,2.582,2.166,21.29
pigeonpeas,Odisha,2.979,63.81,0.158,1.178,190.09,0.471,3.509,26.28
cotton,Kerala,2.308,161.63,2.217,1.625,373.04,5.117,3.75,25.94
coconut,Manipur,4.13,365.51,1.088,8.896,1509.56,4.493,36.74,30.06
mungbean,Tamil Nadu,2.985,32.11,0.342,1.268,95.85,1.021,3.785,29.36
lentil,Arunachal Pradesh,0.582,37.02,0.247,1.192,21.55,0.144,0.694,16.38
coffee,Assam,0.488,196.59,0.978,0.985,95.94,0.477,0.481,19.13
mothbeans,Mizoram,0.626,26.17,0.193,0.952,16.38,0.121,0.596,34.28
jute,Odisha,0.69,95.64,0.73,2.42,65.99,0.504,1.67,24.65
cotton,Punjab,1.467,121.36,2.239,1.449,178.04,3.285,2.126,24.66
pomegranate,Jammu and Kashmir,8.616,154.94,0.692,14.197,1334.96,5.962,122.321,24.52
pigeonpeas,Meghalaya,3.318,35.15,0.154,0.774,116.63,0.511,2.568,29.9
coconut,Karnataka,1.001,517.43,1.231,8.226,517.95,1.232,8.234,31.6
papaya,Himachal Pradesh,3.332,203.15,0.96,37.749,676.9,3.199,125.78,28.96
jute,Sikkim,1.236,119.92,0.57,3.389,148.22,0.705,4.189,28.78
mango,Andaman and Nicobar Islands,0.886,292.54,1.011,9.25,259.19,0.896,8.196,29.19
maize,Delhi,0.833,117.02,0.542,3.825,97.48,0.451,3.186,25.93
jute,Puducherry,0.328,129.25,0.813,3.584,42.39,0.267,1.176,28.57
cotton,Meghalaya,0.809,169.47,1.149,1.258,137.1,0.93,1.018,27.7
watermelon,Assam,2.178,168.09,0.598,20.7,366.1,1.302,45.085,31.3
pigeonpeas,Nagaland,0.497,53.54,0.356,1.975,26.61,0.177,0.982,26.12
coffee,Mizoram,1.995,187.9,0.692,1.522,374.86,1.381,3.036,19.06
pomegranate,Mizoram,1.249,272.52,1.627,19.72,340.38,2.032,24.63,21.32
coffee,Jammu and Kashmir,0.471,131.01,0.41,1.115,61.71,0.193,0.525,21.98
mungbean,Chhattisgarh,1.17,22.42,0.293,0.433,26.23,0.343,0.507,22.63
papaya,Uttar Pradesh,4.368,235.83,1.092,34.333,1030.11,4.77,149.967,23.59
watermelon,Gujarat,1.367,218.22,0.673,20.546,298.31,0.92,28.086,21.22
pigeonpeas,Delhi,2.418,35.65,0.244,1.158,86.2,0.59,2.8,28.22
watermelon,Ladakh,1.419,161.53,0.912,15.58,229.21,1.294,22.108,23.16
maize,Himachal Pradesh,1.369,98.47,0.721,2.628,134.81,0.987,3.598,24.9
mango,Telangana,1.275,268.68,1.054,20.471,342.57,1.344,26.101,31.7
grapes,Odisha,1.384,239.08,0.98,12.874,330.89,1.356,17.818,21.22
mungbean,Jharkhand,1.409,41.48,0.199,1.22,58.45,0.28,1.719,27.95
maize,Kerala,6.776,75.68,0.53,3.318,512.81,3.591,22.483,21.92
blackgram,Karnataka,3.297,30.42,0.102,0.794,100.29,0.336,2.618,22.87
apple,Telangana,1.195,133.54,0.908,28.571,159.58,1.085,34.142,15.91
cotton,Telangana,0.408,118.06,1.47,1.538,48.17,0.6,0.628,20.31
pomegranate,Telangana,0.96,180.14,1.206,18.648,172.93,1.158,17.902,34.64
maize,Delhi,1.304,75.1,0.457,2.289,97.93,0.596,2.985,19.8
orange,Madhya Pradesh,1.854,188.14,0.915,20.807,348.81,1.696,38.576,22.03
lentil,Odisha,1.327,29.98,0.146,0.726,39.78,0.194,0.963,12.97
coconut,Andhra Pradesh,3.886,520.57,1.149,6.811,2022.94,4.465,26.468,31.17
chickpea,Delhi,1.316,29.02,0.284,1.267,38.19,0.374,1.667,23.78
chickpea,Haryana,0.306,28.73,0.211,1.107,8.79,0.065,0.339,22.64
blackgram,Andhra Pradesh,0.703,51.42,0.312,1.065,36.15,0.219,0.749,33.59
pigeonpeas,Nagaland,1.95,61.34,0.262,1.968,119.61,0.511,3.838,30.67
maize,Madhya Pradesh,7.09,91.06,0.428,2.87,645.62,3.035,20.348,19.44
grapes,Goa,3.445,273.49,0.503,15.451,942.17,1.733,53.229,24.77
chickpea,Rajasthan,1.036,37.19,0.427,1.538,38.53,0.442,1.593,16.18
muskmelon,Assam,5.356,92.98,0.657,19.258,498.0,3.519,103.146,31.51
lentil,Tamil Nadu,0.806,29.57,0.138,1.41,23.83,0.111,1.136,13.41
chickpea,Madhya Pradesh,3.737,42.48,0.14,1.161,158.75,0.523,4.339,13.4
muskmelon,Andaman and Nicobar Islands,0.887,140.42,0.481,11.901,124.55,0.427,10.556,20.03
papaya,Kerala,1.549,220.88,1.058,35.396,342.14,1.639,54.828,27.96
orange,Tamil Nadu,1.83,189.26,0.913,16.26,346.35,1.671,29.756,26.03
blackgram,Kerala,0.402,39.02,0.214,1.356,15.69,0.086,0.545,23.74
papaya,Tamil Nadu,1.474,246.61,0.754,29.176,363.5,1.111,43.005,29.96
coffee,Andaman and Nicobar Islands,0.901,118.27,0.652,0.748,106.56,0.587,0.674,20.45
mango,Andhra Pradesh,4.21,182.93,1.043,13.096,770.14,4.391,55.134,30.73
orange,Chhattisgarh,0.854,200.99,0.733,19.674,171.65,0.626,16.802,29.69
muskmelon,Sikkim,2.287,150.7,0.75,11.273,344.65,1.715,25.781,31.23
kidneybeans,Assam,1.77,56.91,0.356,1.688,100.73,0.63,2.988,26.49
grapes,Assam,1.153,239.27,1.156,16.839,275.88,1.333,19.415,26.19
papaya,Andhra Pradesh,1.008,179.93,0.822,36.051,181.37,0.829,36.339,27.44
lentil,Assam,0.695,36.87,0.152,0.988,25.62,0.106,0.687,22.61
apple,Nagaland,1.535,145.18,0.88,10.204,222.85,1.351,15.663,16.98
mungbean,Delhi,5.478,36.58,0.291,0.565,200.39,1.594,3.095,23.12
rice,Assam,0.331,168.71,0.38,2.755,55.84,0.126,0.912,26.3
mungbean,Chandigarh,1.402,33.39,0.325,0.856,46.81,0.456,1.2,26.55
orange,Kerala,2.008,159.72,0.812,28.779,320.72,1.63,57.788,22.1
grapes,Jharkhand,0.941,293.12,0.573,17.992,275.83,0.539,16.93,19.86
jute,Andaman and Nicobar Islands,2.486,145.05,0.592,3.482,360.59,1.472,8.656,22.0
apple,Jharkhand,1.967,222.1,1.014,16.463,436.87,1.995,32.383,16.33
coconut,Punjab,1.226,351.51,0.956,8.231,430.95,1.172,10.091,28.42
mango,Puducherry,0.878,174.82,0.546,12.777,153.49,0.479,11.218,25.89
coffee,West Bengal,4.17,123.26,0.733,0.804,513.99,3.057,3.353,19.13
orange,Rajasthan,2.61,291.12,0.646,16.615,759.82,1.686,43.365,22.33
cotton,Ladakh,0.742,143.25,2.092,1.791,106.29,1.552,1.329,26.95
mungbean,Himachal Pradesh,0.57,34.94,0.308,0.841,19.92,0.176,0.479,33.81
mungbean,Delhi,0.719,35.48,0.169,0.414,25.51,0.122,0.298,31.31
grapes,Haryana,0.506,178.98,0.727,18.241,90.56,0.368,9.23,20.84
kidneybeans,Uttarakhand,0.739,36.65,0.377,1.751,27.08,0.279,1.294,29.88
mungbean,Manipur,0.869,45.32,0.188,0.535,39.38,0.163,0.465,33.23
muskmelon,Chhattisgarh,1.725,172.97,0.735,12.716,298.37,1.268,21.935,28.61
muskmelon,Goa,0.499,176.13,0.634,15.857,87.89,0.316,7.913,23.83
blackgram,Meghalaya,0.871,28.42,0.259,0.511,24.75,0.226,0.445,30.49
grapes,Telangana,2.024,228.74,0.671,16.316,462.97,1.358,33.024,21.69
papaya,Dadra and Nagar Haveli and Daman and Diu,1.075,278.37,0.961,36.587,299.25,1.033,39.331,22.61
pomegranate,Kerala,1.88,289.63,0.968,18.736,544.5,1.82,35.224,32.94
watermelon,Jharkhand,2.444,133.92,0.598,29.432,327.3,1.462,71.932,30.62
muskmelon,Andaman and Nicobar Islands,0.584,188.28,0.735,11.475,109.96,0.429,6.701,21.64
muskmelon,Jharkhand,1.549,125.78,0.419,20.418,194.83,0.649,31.627,30.67
muskmelon,Rajasthan,0.847,126.68,0.682,9.166,107.3,0.578,7.764,25.76
jute,Mizoram,2.177,78.06,0.898,3.679,169.94,1.955,8.009,28.27
apple,Haryana,1.259,179.22,0.589,21.791,225.64,0.742,27.435,16.35
orange,Jharkhand,1.745,136.54,0.895,11.445,238.26,1.562,19.972,29.95
watermelon,Nagaland,1.411,196.41,0.594,17.097,277.13,0.838,24.124,20.21
coffee,Uttarakhand,2.397,150.06,0.701,1.539,359.69,1.68,3.689,21.0
coffee,Telangana,1.455,179.04,1.069,0.636,260.5,1.555,0.925,21.68
orange,Delhi,0.62,230.11,0.723,16.01,142.67,0.448,9.926,21.77
banana,Meghalaya,1.083,401.28,1.285,48.342,434.59,1.392,52.354,28.79
blackgram,Andhra Pradesh,0.39,51.2,0.245,0.671,19.97,0.096,0.262,27.52
apple,Assam,0.555,149.63,1.087,17.778,83.04,0.603,9.867,17.83
coconut,Jammu and Kashmir,2.157,330.98,1.093,9.822,713.92,2.358,21.186,31.8
papaya,Ladakh,1.828,193.36,0.797,31.895,353.46,1.457,58.304,26.32
mango,Rajasthan,1.58,314.16,0.754,10.834,496.37,1.191,17.118,34.56
banana,Goa,1.393,575.33,1.103,61.176,801.43,1.536,85.218,24.28
mothbeans,Manipur,3.461,46.04,0.238,0.874,159.34,0.824,3.025,26.71
orange,Bihar,1.296,140.74,0.688,27.264,182.4,0.892,35.334,23.29
papaya,Bihar,3.714,183.57,1.229,34.193,681.78,4.565,126.993,23.43
cotton,Ladakh,2.131,134.61,2.277,1.441,286.85,4.852,3.071,24.49
rice,Punjab,1.103,115.57,0.562,2.766,127.47,0.62,3.051,22.52
banana,Ladakh,0.764,373.9,1.274,48.965,285.66,0.973,37.409,20.68
mothbeans,Ladakh,0.381,35.26,0.192,0.824,13.43,0.073,0.314,22.49
lentil,Uttar Pradesh,4.383,31.69,0.181,0.785,138.9,0.793,3.441,18.33
muskmelon,Andhra Pradesh,1.342,108.71,0.445,21.436,145.89,0.597,28.767,22.6
coconut,Ladakh,3.744,508.3,0.589,6.275,1903.08,2.205,23.494,30.43
banana,Assam,2.289,313.49,0.69,46.025,717.58,1.579,105.351,30.43
chickpea,Karnataka,0.367,23.78,0.169,1.32,8.73,0.062,0.484,12.46
kidneybeans,Meghalaya,3.282,53.15,0.355,1.939,174.44,1.165,6.364,18.36
lentil,Rajasthan,1.39,38.78,0.146,0.778,53.9,0.203,1.081,24.85
kidneybeans,Uttar Pradesh,2.783,33.32,0.381,0.897,92.73,1.06,2.496,21.63
coffee,Andhra Pradesh,2.248,94.53,0.577,0.55,212.5,1.297,1.236,20.15
banana,Chhattisgarh,0.348,275.24,0.979,24.024,95.78,0.341,8.36,31.77
muskmelon,Himachal Pradesh,0.616,173.29,0.556,20.618,106.75,0.342,12.701,24.32
pomegranate,Gujarat,0.913,288.86,1.256,32.089,263.73,1.147,29.297,22.15
apple,Nagaland,2.639,141.83,0.661,11.445,374.29,1.744,30.203,22.64
coconut,Manipur,0.687,402.02,1.121,9.209,276.19,0.77,6.327,27.42
lentil,Maharashtra,1.366,29.25,0.18,0.719,39.96,0.246,0.982,17.49
papaya,Mizoram,0.319,220.35,0.69,31.823,70.29,0.22,10.152,23.27
mothbeans,Chandigarh,4.487,27.27,0.279,0.551,122.36,1.252,2.472,21.04
blackgram,Odisha,0.382,30.36,0.264,1.185,11.6,0.101,0.453,29.12
coconut,Rajasthan,1.889,519.78,0.843,9.52,981.86,1.592,17.983,24.46
chickpea,Ladakh,1.032,31.67,0.369,1.55,32.68,0.381,1.6,24.82
jute,Haryana,0.391,84.15,0.549,2.848,32.9,0.215,1.114,27.14
papaya,Maharashtra,1.403,161.45,1.172,22.714,226.51,1.644,31.868,27.68
kidneybeans,Sikkim,0.398,56.73,0.316,1.84,22.58,0.126,0.732,26.97
pigeonpeas,Himachal Pradesh,0.712,52.36,0.267,1.77,37.28,0.19,1.26,20.06
orange,Jharkhand,0.388,218.49,0.526,20.82,84.77,0.204,8.078,21.28
kidneybeans,Sikkim,2.119,30.27,0.435,1.137,64.14,0.922,2.409,25.16
apple,Goa,3.405,119.14,0.677,21.037,405.67,2.305,71.631,22.89
mango,Ladakh,3.401,176.2,0.85,9.966,599.26,2.891,33.894,32.42
muskmelon,Tripura,0.66,154.05,0.687,18.667,101.67,0.453,12.32,31.18
jute,Assam,1.131,111.79,0.485,4.111,126.43,0.549,4.65,26.68
mango,Himachal Pradesh,0.318,267.65,1.019,16.761,85.11,0.324,5.33,31.36
watermelon,Madhya Pradesh,1.01,79.31,0.429,11.152,80.1,0.433,11.264,27.38
rice,Chandigarh,1.76,165.38,0.405,3.316,291.07,0.713,5.836,25.51
jute,Himachal Pradesh,1.707,76.75,0.889,2.103,131.01,1.518,3.59,26.63
mango,Himachal Pradesh,1.148,241.22,0.954,9.565,276.92,1.095,10.981,27.6
pigeonpeas,Gujarat,0.455,29.56,0.349,0.827,13.45,0.159,0.376,30.11
kidneybeans,Jammu and Kashmir,1.149,29.45,0.172,1.105,33.84,0.198,1.27,18.47
blackgram,Jammu and Kashmir,1.5,43.02,0.212,0.875,64.53,0.318,1.312,33.54
blackgram,Rajasthan,1.053,36.63,0.371,1.087,38.57,0.391,1.145,24.46
banana,Uttar Pradesh,3.625,424.35,0.885,20.445,1538.27,3.208,74.113,25.7
lentil,Uttarakhand,0.332,23.31,0.124,0.833,7.74,0.041,0.277,13.8
kidneybeans,Nagaland,0.727,32.7,0.153,1.012,23.77,0.111,0.736,29.22
banana,Punjab,1.403,362.21,1.265,55.089,508.18,1.775,77.29,26.45
grapes,Manipur,1.666,244.52,0.626,17.319,407.37,1.043,28.853,26.54
pigeonpeas,West Bengal,0.625,55.79,0.436,1.245,34.87,0.272,0.778,23.45
lentil,Jharkhand,1.054,28.89,0.375,1.337,30.45,0.395,1.409,22.26
pomegranate,Rajasthan,0.395,228.68,0.791,20.676,90.33,0.312,8.167,23.4
cotton,Uttarakhand,0.941,172.59,1.498,2.114,162.41,1.41,1.989,28.51
chickpea,Tamil Nadu,2.01,19.49,0.301,0.786,39.17,0.605,1.58,24.35
maize,Punjab,0.502,69.94,0.701,2.332,35.11,0.352,1.171,26.77
apple,Gujarat,0.679,269.01,1.056,31.268,182.66,0.717,21.231,24.49
blackgram,Meghalaya,0.896,22.95,0.12,1.252,20.56,0.108,1.122,32.59
apple,Madhya Pradesh,1.465,137.58,0.919,14.749,201.55,1.346,21.607,19.66
mango,Haryana,0.988,159.52,1.212,16.282,157.61,1.197,16.087,29.63
banana,Jammu and Kashmir,0.643,333.17,0.943,30.774,214.23,0.606,19.788,25.99
apple,Chhattisgarh,0.812,213.95,0.71,15.923,173.73,0.577,12.929,24.07
cotton,Odisha,1.434,144.81,2.447,1.216,207.66,3.509,1.744,31.71
rice,Delhi,1.437,136.08,0.726,3.408,195.55,1.043,4.897,29.54
blackgram,Nagaland,1.122,25.28,0.115,0.627,28.36,0.129,0.703,24.77
muskmelon,Tamil Nadu,1.976,203.03,0.474,8.661,401.19,0.937,17.114,25.64
watermelon,Rajasthan,1.559,108.53,0.881,24.462,169.2,1.373,38.136,20.18
coffee,Sikkim,0.312,166.17,0.902,0.559,51.85,0.281,0.174,22.41
watermelon,Ladakh,1.798,111.8,0.883,13.24,201.02,1.588,23.806,29.65
jute,Uttarakhand,0.358,92.54,0.427,3.275,33.13,0.153,1.172,29.31
chickpea,Karnataka,3.773,38.08,0.227,1.688,143.68,0.856,6.369,13.67
jute,Assam,1.782,91.64,0.457,2.077,163.3,0.814,3.701,24.87
mungbean,Mizoram,3.513,20.87,0.126,1.135,73.32,0.443,3.987,25.26
grapes,Chhattisgarh,4.652,238.5,0.654,18.383,1109.5,3.042,85.518,24.1
jute,Mizoram,2.14,139.24,0.593,3.769,297.97,1.269,8.066,22.76
mungbean,Meghalaya,1.192,32.72,0.125,0.493,39.0,0.149,0.588,33.29
apple,Dadra and Nagar Haveli and Daman and Diu,3.47,187.97,0.843,9.952,652.26,2.925,34.533,12.8
grapes,Punjab,3.647,221.07,0.55,8.762,806.24,2.006,31.955,18.38
coconut,Delhi,4.563,344.97,0.833,7.99,1574.1,3.801,36.458,30.58
mothbeans,Karnataka,2.128,45.28,0.183,0.87,96.36,0.389,1.851,21.39
maize,Tripura,1.279,84.31,0.291,4.324,107.83,0.372,5.53,29.43
coconut,Himachal Pradesh,0.5,385.56,1.141,5.984,192.78,0.57,2.992,29.68
pomegranate,Meghalaya,1.339,222.28,1.037,32.899,297.63,1.389,44.052,32.63
jute,Jammu and Kashmir,0.466,131.84,0.465,2.679,61.44,0.217,1.248,24.87
banana,Rajasthan,0.79,420.82,0.96,51.359,332.45,0.758,40.574,23.5
pigeonpeas,Gujarat,1.837,43.44,0.4,1.262,79.8,0.735,2.318,20.25
blackgram,Jharkhand,0.615,46.12,0.157,0.838,28.36,0.097,0.515,29.03
rice,Arunachal Pradesh,8.68,159.77,0.695,3.18,1386.8,6.033,27.602,30.16
pigeonpeas,Himachal Pradesh,1.239,27.93,0.218,1.498,34.61,0.27,1.856,26.58
mango,Kerala,1.722,313.5,1.113,20.857,539.85,1.917,35.916,27.26
pomegranate,Manipur,1.708,298.59,1.292,11.982,509.99,2.207,20.465,34.36
grapes,Haryana,2.22,222.43,0.724,18.352,493.79,1.607,40.741,22.61
apple,Assam,2.666,117.18,1.123,9.854,312.4,2.994,26.271,14.19
blackgram,Jharkhand,2.351,34.24,0.338,0.939,80.5,0.795,2.208,32.26
orange,Madhya Pradesh,4.103,199.95,0.84,25.567,820.39,3.447,104.901,27.24
maize,Dadra and Nagar Haveli and Daman and Diu,2.921,72.68,0.533,4.75,212.3,1.557,13.875,24.09
coffee,Maharashtra,0.318,116.17,0.529,0.606,36.94,0.168,0.193,23.38
muskmelon,Uttar Pradesh,4.275,109.91,0.541,24.429,469.87,2.313,104.434,23.67
kidneybeans,Andhra Pradesh,2.149,38.48,0.265,0.935,82.69,0.569,2.009,27.64
grapes,Assam,1.225,206.4,0.883,7.814,252.84,1.082,9.572,15.04
pigeonpeas,Tamil Nadu,2.833,65.27,0.47,1.715,184.91,1.332,4.859,28.0
coffee,Maharashtra,1.482,118.03,0.688,0.557,174.92,1.02,0.825,23.88
orange,Sikkim,3.47,125.34,1.021,27.453,434.93,3.543,95.262,29.18
banana,Odisha,1.692,428.83,0.905,18.471,725.58,1.531,31.253,32.78
mango,Ladakh,0.926,199.59,1.149,15.466,184.82,1.064,14.322,30.69
grapes,Tamil Nadu,0.327,145.24,0.945,9.958,47.49,0.309,3.256,23.33
lentil,Arunachal Pradesh,2.564,22.1,0.257,1.321,56.66,0.659,3.387,11.65
